Date,Close
9/14/2020 16:00:00,5.72
9/15/2020 16:00:00,5.22
9/16/2020 16:00:00,5.35
9/17/2020 16:00:00,5.4
9/18/2020 16:00:00,5.4
9/21/2020 16:00:00,5.35
9/22/2020 16:00:00,5.27
9/23/2020 16:00:00,5.2
9/24/2020 16:00:00,5.33
9/25/2020 16:00:00,5.34
9/28/2020 16:00:00,5.5
9/29/2020 16:00:00,5.5
9/30/2020 16:00:00,5.37
10/1/2020 16:00:00,5.19
10/2/2020 16:00:00,5.33
10/5/2020 16:00:00,5.62
10/6/2020 16:00:00,5.53
10/7/2020 16:00:00,5.72
10/8/2020 16:00:00,5.95
10/9/2020 16:00:00,5.93
